Round,ClientIndex,ExecutionTimeSeconds
45,4,31.719089
46,0,43.467620
46,1,35.688546
46,2,27.289860
46,3,14.167434
46,4,9.370149
47,0,38.095790
47,1,27.709375
47,2,19.323208
47,3,14.556280
47,4,5.520905
48,0,36.908426
48,1,10.668579
48,2,18.995207
48,3,45.876196
48,4,32.110836
49,0,29.025591
49,1,44.282520
49,2,6.372031
49,3,11.102412
49,4,24.061208
50,0,33.064222
50,1,4.562109
50,2,14.933006
50,3,25.407489
50,4,19.669641
51,0,8.066337
51,1,12.856496
51,2,41.333060
51,3,17.872745
51,4,28.278435
52,0,7.896052
52,1,23.361580
52,2,12.653882
52,3,27.533877
52,4,18.372837
53,0,51.284912
53,1,9.841605
53,2,35.927865
53,3,22.903778
53,4,18.144236
54,0,8.343274
54,1,24.475147
54,2,42.466841
54,3,14.106818
54,4,37.475448
55,0,19.121852
55,1,29.586936
55,2,53.399197
55,3,5.995329
55,4,37.912985
56,0,5.322819
56,1,13.781492
56,2,19.479212
56,3,28.469726
56,4,36.168573
57,0,23.673683
57,1,27.954236
57,2,15.394745
57,3,40.985452
57,4,49.804810
58,0,26.623663
58,1,9.392421
58,2,21.755910
58,3,13.516777
58,4,34.117374
59,0,9.007201
59,1,16.551042
59,2,44.210867
59,3,31.767410
59,4,35.903303
60,0,5.008982
60,1,16.785093
60,2,9.156146
60,3,25.070667
60,4,29.831601
61,0,11.707308
61,1,34.538901
61,2,29.602792
61,3,19.285864
61,4,24.972816
62,0,10.858157
62,1,19.736663
62,2,24.720362
62,3,41.877743
62,4,37.749999
63,0,48.423957
63,1,10.609031
63,2,15.613934
63,3,28.506196
63,4,43.694672
64,0,5.729519
64,1,40.564745
64,2,27.506992
64,3,19.301261
64,4,10.465620
65,0,23.643138
65,1,17.924352
65,2,10.192638
65,3,5.240826
65,4,31.815596
66,0,20.088200
66,1,15.373580
66,2,33.931703
66,3,28.262600
66,4,44.252687
67,0,15.565651
67,1,5.102497
67,2,23.681099
67,3,27.971542
67,4,36.338894
68,0,27.241867
68,1,5.170392
68,2,36.476878
68,3,32.257874
68,4,18.281294
69,0,4.386693
69,1,25.642443
69,2,15.202477
69,3,10.138920
69,4,30.416227
70,0,9.328173
70,1,19.855289
70,2,35.188185
70,3,15.081054
70,4,4.246318
71,0,39.962189
71,1,20.996263
71,2,35.734203
71,3,15.974845
71,4,26.751072
72,0,5.435481
72,1,32.062541
72,2,23.748378
72,3,19.535128
72,4,14.411803
73,0,24.564087
73,1,19.566301
73,2,48.074127
73,3,39.805108
73,4,9.102295
74,0,27.361984
74,1,10.462157
74,2,18.108224
74,3,22.297156
74,4,36.597979
75,0,43.263526
75,1,6.052547
75,2,21.315000
75,3,50.943410
75,4,30.253981
76,0,51.519430
76,1,10.646856
76,2,33.772209
76,3,38.525256
76,4,26.058937
77,0,18.346564
77,1,26.739522
77,2,32.472327
77,3,37.208962
77,4,7.959501
78,0,34.178975
78,1,38.402911
78,2,44.157933
78,3,21.019661
78,4,5.549446
79,0,5.295240
79,1,25.388159
79,2,20.629558
79,3,35.327780
79,4,29.570207
80,0,34.513314
80,1,38.726219
80,2,23.731405
80,3,29.511269
80,4,8.374031
81,0,7.880692
81,1,21.923140
81,2,26.145905
81,3,16.897294
81,4,30.922266
82,0,10.019143
82,1,19.269041
82,2,29.792798
82,3,25.008257
82,4,15.066291
83,0,6.179991
83,1,42.287351
83,2,29.162009
83,3,16.605469
83,4,20.815241
84,0,37.860012
84,1,20.419761
84,2,15.572217
84,3,29.503207
84,4,48.278744
85,0,28.114928
85,1,17.695200
85,2,36.455047
85,3,4.948287
85,4,12.674410
86,0,14.765656
86,1,36.892857
86,2,4.416810
86,3,23.839956
86,4,28.646371
87,0,18.659740
87,1,5.200154
87,2,42.498335
87,3,34.066760
87,4,12.912091
88,0,15.710231
88,1,20.752982
88,2,31.099494
88,3,35.292676
88,4,43.615140
89,0,32.502105
89,1,48.772729
89,2,17.077283
89,3,43.034866
89,4,8.086028
90,0,23.454103
90,1,40.152049
90,2,4.509076
90,3,31.183144
90,4,17.627787
91,0,22.446376
91,1,40.615425
91,2,32.884275
91,3,5.142926
91,4,13.484356
92,0,4.895790
92,1,40.961371
92,2,28.418122
92,3,18.028314
92,4,36.756267
93,0,33.695353
93,1,28.844883
93,2,47.866063
93,3,13.375497
93,4,42.819063
94,0,26.573330
94,1,36.524428
94,2,13.494362
94,3,32.314289
94,4,8.718385
95,0,28.863159
95,1,34.643644
95,2,47.919717
95,3,15.643412
95,4,24.646339
96,0,4.741768
96,1,39.728254
96,2,18.818594
96,3,9.806221
96,4,31.995611
97,0,28.778510
97,1,5.429376
97,2,11.222378
97,3,16.257956
97,4,24.601099
98,0,34.877974
98,1,13.476560
98,2,24.313755
98,3,18.491939
98,4,43.948301
99,0,23.815358
99,1,19.606198
99,2,28.873629
99,3,37.210326
99,4,10.611801
100,0,8.454626
100,1,28.740362
100,2,13.268562
100,3,44.394382
100,4,33.838893
101,0,35.573416
101,1,18.807713
101,2,41.380383
101,3,8.375334
101,4,27.820226
102,0,5.943121
102,1,30.489894
102,2,45.151256
102,3,34.724062
102,4,15.063465
103,0,13.133384
103,1,44.734605
103,2,23.566432
103,3,49.720885
103,4,38.904548
104,0,45.667406
104,1,35.768244
104,2,40.863450
104,3,16.205961
104,4,26.694936
105,0,49.721284
105,1,9.080379
105,2,24.462244
105,3,41.916236
105,4,28.721502
106,0,32.054470
106,1,4.960919
106,2,45.132475
106,3,24.368611
106,4,15.368301
107,0,5.094454
107,1,44.586374
107,2,20.550718
107,3,31.115088
107,4,26.329596
108,0,24.423664
108,1,38.593199
108,2,9.071854
108,3,32.796959
108,4,46.341460
109,0,37.261424
109,1,29.512428
109,2,20.552667
109,3,42.042371
109,4,15.511955
110,0,8.168499
110,1,35.952180
110,2,30.211722
110,3,40.687226
110,4,21.231662
111,0,23.673524
111,1,51.657726
111,2,13.304610
111,3,36.249829
111,4,28.513790
112,0,24.438614
112,1,11.414628
112,2,5.682906
112,3,19.676560
112,4,34.805624
113,0,28.859977
113,1,23.801343
113,2,13.333147
113,3,37.902637
113,4,45.603104
114,0,10.377620
114,1,5.534401
114,2,40.254358
114,3,14.585570
114,4,29.859411
115,0,48.886456
115,1,10.222224
115,2,38.519137
115,3,23.299055
115,4,57.155581
116,0,40.097695
116,1,27.578994
116,2,18.556376
116,3,10.736870
116,4,31.771425
117,0,36.997754
117,1,44.671222
117,2,13.571430
117,3,23.979135
117,4,5.176217
118,0,47.199460
118,1,6.126028
118,2,10.326967
118,3,31.809954
118,4,18.695670
119,0,35.496805
119,1,14.079032
119,2,6.309224
119,3,45.933812
119,4,22.410444
120,0,38.228822
120,1,5.340762
120,2,9.585691
120,3,22.773908
120,4,14.364419
121,0,32.387261
121,1,8.760092
121,2,17.743988
121,3,45.436512
121,4,21.956875
122,0,28.664174
122,1,36.423709
122,2,24.481045
122,3,9.202880
122,4,42.149747
123,0,16.050125
123,1,21.820907
123,2,26.879528
123,3,41.510975
123,4,31.096318
124,0,15.536382
124,1,31.440240
124,2,40.409509
124,3,45.147186
124,4,23.797485
125,0,39.511039
125,1,28.633427
125,2,47.921372
125,3,15.547139
125,4,33.416205
126,0,38.997963
126,1,25.980675
126,2,47.961462
126,3,56.342585
126,4,15.587540
127,0,9.948916
127,1,4.888654
127,2,32.068294
127,3,23.037315
127,4,40.376454
128,0,29.238742
128,1,13.188816
128,2,38.203337
128,3,20.878573
128,4,33.450097
129,0,5.519065
129,1,38.340173
129,2,29.286403
129,3,10.371825
129,4,20.873656
130,0,22.154799
130,1,37.463136
130,2,13.190919
130,3,52.938375
130,4,47.884391
131,0,28.726484
131,1,52.248180
131,2,8.467896
131,3,23.947353
131,4,41.812256
132,0,8.354316
132,1,18.781394
132,2,31.817161
132,3,36.592896
132,4,40.811402
133,0,32.349371
133,1,9.160949
133,2,23.976113
133,3,14.936953
133,4,19.170584
134,0,38.185520
134,1,33.990428
134,2,10.615933
134,3,46.516649
134,4,26.247004
135,0,24.510735
135,1,15.415679
135,2,19.667341
135,3,45.623933
135,4,37.789299
136,0,9.498679
136,1,5.165663
136,2,33.099313
136,3,46.521770
136,4,17.363472
137,0,42.953716
137,1,34.419130
137,2,18.683925
137,3,13.513038
137,4,47.313472
138,0,19.995235
138,1,39.442542
138,2,5.569939
138,3,33.425633
138,4,14.825837
139,0,13.680741
139,1,49.672271
139,2,33.863874
139,3,19.657944
139,4,24.599578
140,0,41.858266
140,1,37.490917
140,2,29.425876
140,3,20.924508
140,4,15.824226
141,0,8.705967
141,1,19.391767
141,2,40.632223
141,3,49.786908
141,4,27.293236
142,0,11.013711
142,1,6.127774
142,2,20.238869
142,3,42.146043
142,4,28.733824
143,0,13.650190
143,1,36.169298
143,2,26.977456
143,3,41.038446
143,4,8.548601
144,0,30.087959
144,1,43.400241
144,2,13.605685
144,3,4.413941
144,4,19.518409
145,0,28.653054
145,1,34.510252
145,2,5.170649
145,3,13.693928
145,4,18.049838
146,0,34.107314
146,1,14.936020
146,2,4.338215
146,3,39.224629
146,4,20.839951
147,0,31.092916
147,1,21.710243
147,2,41.797098
147,3,13.170195
147,4,5.250186
148,0,8.838388
148,1,52.712120
148,2,35.363338
148,3,19.623831
148,4,44.798061
149,0,34.516376
149,1,21.229662
149,2,43.028673
149,3,6.166027
149,4,16.861130
150,0,27.891200
150,1,21.888490
150,2,16.685175
150,3,37.260617
150,4,5.898759
151,0,39.140645
151,1,29.914323
151,2,24.004295
151,3,49.957609
151,4,8.171698
152,0,18.293757
152,1,54.144457
152,2,27.593300
152,3,5.003643
152,4,38.263311
153,0,18.978404
153,1,43.305764
153,2,47.711222
153,3,13.738364
153,4,34.697619
154,0,18.020282
154,1,8.794485
154,2,23.929732
154,3,34.615655
154,4,13.726376
155,0,51.752009
155,1,29.554245
155,2,43.814720
155,3,38.780906
155,4,13.621166
156,0,27.856665
156,1,11.429085
156,2,19.310745
156,3,41.342982
156,4,37.065133
157,0,18.977432
157,1,5.383202
157,2,43.360692
157,3,13.253682
157,4,34.317553
158,0,23.307386
158,1,17.536944
158,2,43.530808
158,3,38.685604
158,4,9.225258
159,0,15.831417
159,1,46.935977
159,2,38.763803
159,3,28.428224
159,4,20.576947
160,0,14.796706
160,1,9.125082
160,2,40.026342
160,3,44.666667
160,4,29.778874
161,0,19.718819
161,1,47.234251
161,2,32.300658
161,3,4.211842
161,4,11.658965
162,0,22.973780
162,1,27.817897
162,2,17.412017
162,3,32.391846
162,4,10.049189
163,0,20.435223
163,1,35.056216
163,2,6.914962
163,3,44.409019
163,4,15.694263
164,0,42.144623
164,1,32.805254
164,2,27.410367
164,3,17.326661
164,4,11.711293
165,0,4.823623
165,1,36.693310
165,2,16.642713
165,3,11.221225
165,4,28.211434
166,0,4.822538
166,1,15.014503
166,2,29.772879
166,3,24.200240
166,4,35.096043
167,0,30.383149
167,1,45.026139
167,2,8.648542
167,3,14.050933
167,4,18.857271
168,0,17.200518
168,1,41.700751
168,2,31.602391
168,3,54.915508
168,4,50.208896
169,0,27.354714
169,1,17.261902
169,2,5.733663
169,3,33.708989
169,4,42.304003
170,0,40.796616
170,1,36.129936
170,2,18.789898
170,3,50.033675
170,4,10.178822
171,0,50.941484
171,1,13.211388
171,2,36.357002
171,3,21.859833
171,4,31.728615
172,0,30.984113
172,1,11.321912
172,2,6.634341
172,3,22.217957
172,4,16.927742
173,0,38.838470
173,1,15.010959
173,2,21.442835
173,3,10.302916
173,4,27.218759
174,0,23.349121
174,1,57.192385
174,2,6.082114
174,3,47.896966
174,4,33.339016
175,0,8.885910
175,1,40.656705
175,2,18.101389
175,3,45.568633
175,4,35.329406
176,0,23.255125
176,1,31.877422
176,2,37.299415
176,3,17.661315
176,4,43.756598
177,0,48.190167
177,1,26.523954
177,2,43.421417
177,3,17.919477
177,4,12.246307
178,0,23.407362
178,1,45.856072
178,2,5.679557
178,3,40.651162
178,4,14.175209
179,0,37.526330
179,1,5.843066
179,2,20.318010
179,3,48.787254
179,4,42.247707
180,0,26.461507
180,1,45.765659
180,2,21.121428
180,3,40.988429
180,4,11.810821
181,0,36.421369
181,1,19.391947
181,2,45.201184
181,3,51.687929
181,4,9.263614
182,0,36.993849
182,1,30.548784
182,2,18.739205
182,3,51.928489
182,4,57.612639
183,0,35.694790
183,1,5.229395
183,2,10.918417
183,3,25.494131
183,4,42.148175
184,0,35.110922
184,1,6.491878
184,2,25.845756
184,3,46.723928
184,4,21.038589
185,0,46.089428
185,1,25.504781
185,2,40.707564
185,3,31.942676
185,4,15.433494
186,0,30.043216
186,1,21.224718
186,2,41.817772
186,3,36.518966
186,4,11.929497
187,0,15.750701
187,1,49.238271
187,2,20.473168
187,3,54.868040
187,4,37.522643
188,0,22.230758
188,1,16.517234
188,2,54.067802
188,3,36.813744
188,4,5.034725
189,0,51.061039
189,1,19.949318
189,2,37.142285
189,3,46.391823
189,4,5.443318
190,0,55.904906
190,1,38.952972
190,2,14.769439
190,3,30.177405
190,4,24.650440
191,0,57.303129
191,1,48.087643
191,2,33.295801
191,3,17.693531
191,4,27.696320
192,0,48.487023
192,1,26.918923
192,2,54.990513
192,3,38.544346
192,4,17.622973
193,0,44.922712
193,1,5.704213
193,2,29.467592
193,3,39.622786
193,4,12.142836
194,0,4.855594
194,1,11.324626
194,2,21.429825
194,3,36.123658
194,4,45.567693
195,0,45.387783
195,1,5.891676
195,2,40.723145
195,3,17.458251
195,4,32.033468
196,0,45.129389
196,1,36.633598
196,2,19.565942
196,3,9.424009
196,4,14.720037
197,0,46.304802
197,1,4.855475
197,2,21.873111
197,3,55.481079
197,4,31.710589
198,0,9.349773
198,1,41.832994
198,2,46.570782
198,3,35.271890
198,4,23.844143
199,0,10.172891
199,1,36.734666
199,2,41.394991
199,3,25.242882
199,4,18.695718
200,0,18.110355
200,1,28.125327
200,2,49.379035
200,3,37.428362
200,4,42.921950
201,0,5.722426
201,1,22.829930
201,2,32.171447
201,3,17.387179
201,4,42.177502
202,0,44.016570
202,1,9.833000
202,2,15.501684
202,3,21.913028
202,4,26.597330
203,0,22.606289
203,1,46.429254
203,2,5.395642
203,3,28.265897
203,4,39.971628
204,0,12.420839
204,1,6.848843
204,2,17.883715
204,3,49.905520
204,4,32.601977
205,0,21.236844
205,1,6.842555
205,2,25.915424
205,3,12.586208
205,4,31.271100
206,0,32.321872
206,1,20.572955
206,2,6.491674
206,3,37.646528
206,4,15.800139
207,0,15.161841
207,1,21.560429
207,2,37.909273
207,3,26.348436
207,4,47.250859
208,0,59.045559
208,1,24.819156
208,2,47.464318
208,3,30.351985
208,4,10.342639
209,0,11.906260
209,1,52.383941
209,2,35.269398
209,3,17.354964
209,4,26.739620
210,0,13.917647
210,1,8.631194
210,2,28.875859
210,3,55.741275
210,4,45.808886
211,0,26.547862
211,1,43.987251
211,2,32.116469
211,3,17.292908
211,4,38.548303
212,0,20.183595
212,1,28.944395
212,2,38.271158
212,3,14.850924
212,4,4.807279
213,0,39.704052
213,1,34.103052
213,2,6.639626
213,3,29.406494
213,4,12.011363
214,0,23.782154
214,1,8.822163
214,2,18.171856
214,3,29.124134
214,4,46.463044
215,0,30.541410
215,1,36.078823
215,2,20.530802
215,3,8.937256
215,4,40.721075
216,0,31.483916
216,1,50.696704
216,2,9.008273
216,3,41.485729
216,4,14.414542
217,0,43.408500
217,1,33.450953
217,2,26.930245
217,3,38.743671
217,4,9.832884
218,0,48.454137
218,1,9.430843
218,2,36.901911
218,3,14.115488
218,4,19.688232
219,0,19.723801
219,1,29.871278
219,2,15.021108
219,3,56.242825
219,4,47.003930
220,0,50.109990
220,1,21.053460
220,2,15.469658
220,3,43.749095
220,4,26.367411
221,0,6.397245
221,1,20.862244
221,2,48.415710
221,3,43.702237
221,4,38.091011
222,0,4.913989
222,1,10.337940
222,2,15.949660
222,3,30.439620
222,4,36.935004
223,0,43.820015
223,1,21.860070
223,2,26.509204
223,3,11.872351
223,4,52.430355
224,0,44.162390
224,1,38.801912
224,2,33.043100
224,3,21.385987
224,4,6.571772
225,0,42.311906
225,1,37.588109
225,2,21.019443
225,3,27.527628
225,4,9.432335
226,0,26.733038
226,1,21.436306
226,2,9.788706
226,3,46.574182
226,4,31.501287
227,0,41.272197
227,1,26.808879
227,2,52.214503
227,3,17.424321
227,4,46.849411
228,0,49.939101
228,1,41.440472
228,2,9.702984
228,3,61.479603
228,4,26.838196
229,0,40.251096
229,1,26.132341
229,2,19.541402
229,3,34.671297
229,4,9.540556
230,0,47.489311
230,1,9.568554
230,2,26.540448
230,3,40.990167
230,4,14.896936
231,0,39.095733
231,1,53.669064
231,2,32.625894
231,3,27.321120
231,4,10.158950
232,0,20.411076
232,1,47.119100
232,2,14.005857
232,3,32.365081
232,4,9.359212
233,0,19.939553
233,1,24.651774
233,2,10.628381
233,3,41.714718
233,4,36.333480
234,0,31.165349
234,1,8.964770
234,2,14.596870
234,3,40.480475
234,4,21.032286
235,0,34.024538
235,1,39.364108
235,2,23.947557
235,3,15.285118
235,4,5.940527
236,0,37.665961
236,1,20.525365
236,2,62.396465
236,3,52.293808
236,4,11.879055
237,0,5.724979
237,1,24.886567
237,2,43.391255
237,3,10.403752
237,4,34.884974
238,0,39.948613
238,1,45.532922
238,2,18.239478
238,3,11.847536
238,4,22.933494
239,0,5.675447
239,1,56.537259
239,2,30.147254
239,3,47.284731
239,4,20.189340
240,0,7.036392
240,1,17.115523
240,2,48.733226
240,3,28.763715
240,4,34.137098
241,0,42.556434
241,1,7.617956
241,2,48.155993
241,3,33.300619
241,4,24.698643
242,0,39.656007
242,1,56.882406
242,2,17.962543
242,3,27.966021
242,4,8.634069
243,0,9.220850
243,1,35.824303
243,2,26.471850
243,3,47.500300
243,4,52.844394
244,0,5.974042
244,1,16.070677
244,2,40.076050
244,3,30.753468
244,4,48.752952
245,0,54.757092
245,1,5.336906
245,2,25.796981
245,3,43.020276
245,4,11.102306
246,0,23.391185
246,1,18.631411
246,2,43.486445
246,3,6.840848
246,4,28.760299
247,0,36.626615
247,1,41.837146
247,2,14.927790
247,3,50.194433
247,4,26.693929
248,0,6.236266
248,1,31.810494
248,2,49.626932
248,3,15.052846
248,4,43.297142
249,0,14.826564
249,1,9.522783
249,2,49.701541
249,3,43.292015
249,4,26.284037
250,0,52.224093
250,1,35.059238
250,2,26.388961
250,3,6.960635
250,4,21.641947
251,0,53.711476
251,1,43.661699
251,2,20.877481
251,3,26.461897
251,4,15.602224
252,0,40.038941
252,1,24.953522
252,2,14.897204
252,3,45.625005
252,4,31.405334
253,0,33.289923
253,1,47.830848
253,2,16.184173
253,3,6.009008
253,4,42.514038
254,0,30.779281
254,1,36.175154
254,2,4.972443
254,3,42.677215
254,4,22.083963
255,0,58.874027
255,1,37.087015
255,2,54.165589
255,3,12.293004
255,4,27.036119
256,0,17.263198
256,1,28.877439
256,2,34.454907
256,3,43.733826
256,4,52.355775
257,0,24.730989
257,1,8.989085
257,2,14.639847
257,3,41.847188
257,4,47.225029
258,0,17.587860
258,1,32.184157
258,2,41.511561
258,3,46.871148
258,4,11.994740
259,0,41.659443
259,1,4.966515
259,2,56.114393
259,3,24.903528
259,4,16.427177
260,0,10.910163
260,1,6.175368
260,2,28.875376
260,3,34.197966
260,4,19.566580
261,0,9.231807
261,1,58.320046
261,2,43.676769
261,3,26.427728
261,4,32.049310
262,0,43.726590
262,1,5.396332
262,2,20.137570
262,3,52.237409
262,4,37.293440
263,0,32.642983
263,1,56.764499
263,2,47.374693
263,3,22.500887
263,4,5.205473
264,0,38.408204
264,1,33.715676
264,2,18.254507
264,3,11.761532
264,4,23.609463
265,0,35.622239
265,1,24.553296
265,2,29.950199
265,3,15.873084
265,4,5.782242
266,0,39.673465
266,1,23.288697
266,2,27.994024
266,3,17.912033
266,4,48.946190
267,0,34.407737
267,1,8.775591
267,2,13.486268
267,3,25.113319
267,4,40.818846
268,0,15.411109
268,1,46.550276
268,2,36.498808
268,3,30.049500
268,4,9.794932
269,0,17.534624
269,1,45.699826
269,2,23.996039
269,3,35.643862
269,4,54.406814
270,0,27.459697
270,1,37.557317
270,2,6.510898
270,3,46.280986
270,4,18.135022
271,0,11.433861
271,1,4.951176
271,2,37.395341
271,3,20.127774
271,4,42.731481
272,0,51.257089
272,1,45.876792
272,2,17.174734
272,3,37.329647
272,4,22.758647
273,0,33.432285
273,1,9.464361
273,2,21.596460
273,3,38.213210
273,4,15.937345
274,0,15.542701
274,1,24.928432
274,2,47.005865
274,3,29.684746
274,4,8.942476
275,0,47.828183
275,1,30.278154
275,2,9.728798
275,3,14.447709
275,4,20.134187
276,0,6.933697
276,1,42.684176
276,2,18.738719
276,3,28.060337
276,4,13.421665
277,0,17.228976
277,1,32.814870
277,2,47.959973
277,3,27.238267
277,4,39.267076
278,0,33.423921
278,1,15.316078
278,2,10.588993
278,3,50.572158
278,4,21.811457
279,0,17.386750
279,1,58.581359
279,2,52.983016
279,3,43.655150
279,4,31.980675
280,0,48.374819
280,1,14.800888
280,2,26.464439
280,3,36.476367
280,4,42.992626
281,0,26.316497
281,1,55.463558
281,2,32.783767
281,3,38.440485
281,4,14.683345
282,0,14.438895
282,1,9.182990
282,2,20.810493
282,3,37.982212
282,4,47.309146
283,0,39.149618
283,1,8.722684
283,2,56.337931
283,3,15.194546
283,4,29.838391
284,0,11.183761
284,1,5.550472
284,2,36.226472
284,3,15.869637
284,4,24.531359
285,0,13.415752
285,1,4.752861
285,2,45.461679
285,3,54.783999
285,4,30.776279
286,0,29.452954
286,1,12.389940
286,2,38.022253
286,3,6.790853
286,4,47.333497
287,0,5.246733
287,1,30.947492
287,2,45.826266
287,3,13.860535
287,4,36.502747
288,0,57.184610
288,1,28.204121
288,2,19.529307
288,3,9.390648
288,4,39.894680
289,0,44.959852
289,1,26.233157
289,2,34.870128
289,3,12.297567
289,4,17.000344
290,0,24.776833
290,1,14.706838
290,2,19.444302
290,3,39.885348
290,4,31.262702
291,0,57.231144
291,1,8.878354
291,2,50.662361
291,3,26.046684
291,4,36.087537
292,0,46.561281
292,1,40.132814
292,2,21.436353
292,3,31.508069
292,4,15.781122
293,0,48.756378
293,1,19.552984
293,2,42.329622
293,3,14.858093
293,4,25.195470
294,0,14.759368
294,1,29.515642
294,2,34.239147
294,3,43.578372
294,4,9.086145
295,0,52.828774
295,1,24.784273
295,2,7.575691
295,3,38.150954
295,4,33.431230
296,0,12.256333
296,1,29.505436
296,2,34.180624
296,3,42.748597
296,4,5.779756
297,0,43.883825
297,1,32.043788
297,2,38.516045
297,3,10.078295
297,4,27.341405
298,0,27.314839
298,1,63.289561
298,2,38.913690
298,3,10.061074
298,4,53.279739
299,0,26.615833
299,1,5.780127
299,2,51.131688
299,3,14.990885
299,4,41.145380
300,0,38.430668
300,1,32.004676
300,2,21.040088
300,3,11.751555
300,4,26.390338
301,0,16.035844
301,1,30.626106
301,2,41.724124
301,3,10.426994
301,4,35.332817
302,0,31.118141
302,1,35.794092
302,2,15.761394
302,3,21.104483
302,4,9.285583
303,0,4.986690
303,1,36.476139
303,2,14.180688
303,3,19.434427
303,4,42.023436
304,0,29.023314
304,1,33.719598
304,2,8.694107
304,3,14.386170
304,4,39.010196
305,0,17.793764
305,1,35.827261
305,2,24.207850
305,3,49.752069
305,4,41.102157
306,0,4.797447
306,1,35.627787
306,2,16.466166
306,3,26.354552
306,4,11.191996
307,0,5.554471
307,1,31.923265
307,2,40.491626
307,3,11.150584
307,4,20.365015
308,0,46.993140
308,1,26.895609
308,2,17.622813
308,3,32.489984
308,4,53.391516
309,0,31.425959
309,1,5.587605
309,2,14.911593
309,3,21.375494
309,4,36.970445
