Round,ClientIndex,ExecTimeSec
23,2,5.578523
23,3,1.426356
23,4,4.222123
24,0,5.110804
24,1,6.532531
24,2,7.904645
24,3,3.766174
24,4,2.307903
25,0,7.261460
25,1,3.111930
25,2,4.620208
25,3,1.693006
25,4,5.915729
26,0,5.575263
26,1,2.830504
26,2,1.506021
26,3,6.923391
26,4,4.260051
27,0,3.168644
27,1,7.070954
27,2,4.983452
27,3,8.656372
27,4,1.755735
28,0,6.488026
28,1,3.221221
28,2,4.898374
28,3,8.283154
28,4,1.654115
29,0,8.230729
29,1,3.758619
29,2,6.873774
29,3,2.094383
29,4,5.394910
30,0,5.962364
30,1,2.860188
30,2,7.366239
30,3,4.485027
30,4,1.341053
31,0,3.061558
31,1,1.666964
31,2,5.892901
31,3,4.471802
31,4,7.335928
32,0,3.048125
32,1,7.213962
32,2,1.577949
32,3,4.497942
32,4,5.833445
33,0,6.113105
33,1,1.991048
33,2,7.451252
33,3,4.655954
33,4,3.314571
34,0,4.556863
34,1,7.302704
34,2,5.971952
34,3,3.054076
34,4,1.669612
35,0,6.832870
35,1,5.483999
35,2,2.178898
35,3,4.120793
35,4,8.175533
36,0,6.867916
36,1,4.130691
36,2,5.479266
36,3,1.423396
36,4,2.804144
37,0,4.426863
37,1,1.537845
37,2,7.107881
37,3,5.778931
37,4,3.056199
38,0,2.920447
38,1,7.057528
38,2,5.662915
38,3,4.325446
38,4,1.505392
39,0,4.310112
39,1,1.510559
39,2,6.992912
39,3,2.904969
39,4,5.639446
40,0,2.903061
40,1,5.881383
40,2,4.401836
40,3,7.349173
40,4,1.553109
41,0,2.200066
41,1,3.515969
41,2,6.225492
41,3,4.876931
41,4,7.546782
42,0,7.211776
42,1,3.028810
42,2,4.414303
42,3,1.622292
42,4,5.884865
43,0,7.630955
43,1,4.808788
43,2,1.851671
43,3,6.241051
43,4,3.258328
44,0,3.120831
44,1,1.744868
44,2,7.225681
44,3,5.823719
44,4,4.444223
45,0,6.326269
45,1,7.696326
45,2,4.989918
45,3,3.423552
45,4,1.870475
46,0,7.057446
46,1,4.266773
46,2,2.846301
46,3,1.381804
46,4,5.598954
47,0,6.095155
47,1,7.548682
47,2,3.346444
47,3,4.722300
47,4,1.811903
48,0,6.748808
48,1,5.341983
48,2,2.255120
48,3,3.847947
48,4,8.170583
49,0,3.932060
49,1,8.215307
49,2,2.527433
49,3,6.800860
49,4,5.349797
50,0,2.987777
50,1,1.614300
50,2,7.144214
50,3,4.346107
50,4,5.708297
51,0,4.426230
51,1,1.538894
51,2,5.865450
51,3,3.000163
51,4,7.246051
52,0,5.695075
52,1,1.617347
52,2,3.003378
52,3,7.104764
52,4,4.365471
53,0,2.857974
53,1,4.187172
53,2,7.076691
53,3,1.474816
53,4,5.744784
54,0,2.013783
54,1,3.455750
54,2,8.051916
54,3,6.500104
54,4,4.981876
55,0,5.667666
55,1,1.485311
55,2,2.944032
55,3,7.371965
55,4,4.351190
56,0,1.672393
56,1,4.491273
56,2,5.834717
56,3,3.153307
56,4,7.201098
57,0,4.476999
57,1,1.843230
57,2,3.102865
57,3,7.239248
57,4,5.825830
58,0,5.872654
58,1,1.471169
58,2,7.217801
58,3,4.468863
58,4,2.961107
59,0,5.910843
59,1,3.041505
59,2,4.450884
59,3,1.637959
59,4,7.384572
60,0,3.155022
60,1,4.489020
60,2,1.738915
60,3,5.828021
60,4,7.159893
61,0,6.070782
61,1,3.097921
61,2,7.485118
61,3,1.734660
61,4,4.635040
62,0,4.354031
62,1,1.659929
62,2,7.062637
62,3,5.674584
62,4,2.999926
63,0,3.103385
63,1,6.293037
63,2,4.883775
63,3,1.536119
63,4,7.641361
64,0,2.426542
64,1,5.218040
64,2,3.785081
64,3,8.122501
64,4,6.641481
65,0,6.101694
65,1,1.846230
65,2,7.544955
65,3,3.270578
65,4,4.711493
66,0,7.331367
66,1,1.727448
66,2,3.276947
66,3,5.982391
66,4,4.658419
67,0,1.532003
67,1,5.972987
67,2,3.004318
67,3,7.662392
67,4,4.516911
68,0,1.865882
68,1,7.400589
68,2,3.244519
68,3,6.052326
68,4,4.713831
69,0,5.777002
69,1,7.143191
69,2,4.243581
69,3,2.906082
69,4,1.560822
70,0,7.337250
70,1,4.567515
70,2,1.792217
70,3,5.903028
70,4,3.133324
71,0,2.966963
71,1,5.709251
71,2,4.358193
71,3,7.049118
71,4,1.627223
72,0,5.515773
72,1,6.942871
72,2,2.779474
72,3,1.350729
72,4,4.168869
73,0,4.207997
73,1,7.051765
73,2,2.874446
73,3,1.486395
73,4,5.567379
74,0,6.975023
74,1,1.522229
74,2,2.848808
74,3,5.657633
74,4,4.230964
75,0,2.818717
75,1,7.405482
75,2,4.515064
75,3,5.883070
75,4,1.473067
76,0,1.606497
76,1,4.529969
76,2,7.352746
76,3,3.026631
76,4,6.019416
77,0,5.795583
77,1,4.370509
77,2,7.283963
77,3,1.631350
77,4,3.032466
78,0,5.724854
78,1,4.295837
78,2,7.093092
78,3,2.892796
78,4,1.522400
79,0,5.142653
79,1,6.644975
79,2,8.055351
79,3,3.778805
79,4,2.436599
80,0,4.382853
80,1,1.468776
80,2,2.975799
80,3,5.741963
80,4,7.137853
81,0,7.473023
81,1,1.657088
81,2,5.902560
81,3,4.374403
81,4,2.986526
82,0,4.906943
82,1,3.537570
82,2,6.346250
82,3,7.704921
82,4,2.073765
83,0,1.611011
83,1,3.260447
83,2,6.023447
83,3,4.688277
83,4,7.415363
84,0,1.745840
84,1,3.163068
84,2,5.954617
84,3,4.521491
84,4,7.262518
85,0,6.971743
85,1,2.708530
85,2,1.394350
85,3,4.086166
85,4,5.604925
86,0,1.512078
86,1,7.192183
86,2,5.805950
86,3,4.396043
86,4,2.941517
87,0,3.181112
87,1,5.926774
87,2,7.258627
87,3,1.848679
87,4,4.588439
88,0,1.917895
88,1,6.154732
88,2,3.298013
88,3,7.496218
88,4,4.776263
89,0,5.010455
89,1,6.529210
89,2,7.979327
89,3,2.250791
89,4,3.599296
90,0,5.970605
90,1,7.404471
90,2,1.792753
90,3,3.174546
90,4,4.535215
91,0,4.925217
91,1,6.276819
91,2,2.098923
91,3,3.548242
91,4,7.740982
92,0,6.891993
92,1,4.176058
92,2,2.843093
92,3,5.534923
92,4,1.528238
93,0,7.331517
93,1,1.583803
93,2,5.862132
93,3,2.969449
93,4,4.468974
94,0,7.678869
94,1,3.363680
94,2,2.010811
94,3,4.785995
94,4,6.218474
95,0,6.080478
95,1,4.747054
95,2,3.207097
95,3,1.618142
95,4,7.451766
96,0,7.418458
96,1,1.631578
96,2,5.989969
96,3,3.055482
96,4,4.416192
97,0,5.693106
97,1,2.899784
97,2,1.555446
97,3,7.138470
97,4,4.294639
98,0,5.151635
98,1,2.359553
98,2,6.502229
98,3,7.830999
98,4,3.814800
99,0,5.015333
99,1,7.749920
99,2,2.106582
99,3,6.366936
99,4,3.501893
100,0,1.572411
100,1,5.788281
100,2,4.473740
100,3,3.117927
100,4,7.209052
101,0,5.816021
101,1,4.489222
101,2,8.530546
101,3,7.209977
101,4,2.911654
102,0,1.685862
102,1,2.993069
102,2,5.679377
102,3,7.161912
102,4,4.299033
103,0,1.476438
103,1,5.563615
103,2,2.787270
103,3,6.888311
103,4,4.176853
104,0,7.272806
104,1,4.535310
104,2,5.912212
104,3,3.132103
104,4,1.717954
105,0,4.272121
105,1,1.469082
105,2,7.128437
105,3,2.871029
105,4,5.699911
106,0,1.410963
106,1,4.208562
106,2,2.828095
106,3,7.052616
106,4,5.676448
107,0,2.827657
107,1,1.455628
107,2,5.637868
107,3,4.143730
107,4,7.159503
108,0,5.657995
108,1,4.154333
108,2,2.813612
108,3,1.441346
108,4,7.111087
109,0,3.582308
109,1,2.141945
109,2,7.768365
109,3,6.404204
109,4,5.012551
110,0,6.064872
110,1,3.277848
110,2,7.490531
110,3,1.882738
110,4,4.629186
111,0,1.564356
111,1,5.694353
111,2,4.325512
111,3,7.047691
111,4,2.895827
112,0,2.828631
112,1,4.274379
112,2,5.865040
112,3,7.359890
112,4,1.492251
113,0,1.736115
113,1,7.445966
113,2,3.168212
113,3,4.509253
113,4,5.922786
114,0,1.400265
114,1,7.134378
114,2,4.219927
114,3,2.852770
114,4,5.810794
115,0,4.299706
115,1,7.268419
115,2,5.747967
115,3,1.474631
115,4,2.894868
116,0,2.833721
116,1,7.085702
116,2,5.673512
116,3,1.514809
116,4,4.309818
117,0,7.433393
117,1,1.499453
117,2,4.391192
117,3,2.930101
117,4,5.807931
118,0,6.438189
118,1,2.055768
118,2,3.543415
118,3,7.793458
118,4,4.965889
119,0,2.875901
119,1,1.522025
119,2,5.647079
119,3,7.018869
119,4,4.231701
120,0,4.780886
120,1,8.520238
120,2,3.358496
120,3,6.628134
120,4,1.967735
121,0,7.001105
121,1,1.417769
121,2,5.523947
121,3,2.834085
121,4,4.187010
122,0,3.646903
122,1,5.090029
122,2,2.212247
122,3,6.440747
122,4,7.864795
123,0,4.661535
123,1,6.022369
123,2,1.879539
123,3,7.365520
123,4,3.262004
124,0,2.524106
124,1,3.964180
124,2,6.689741
124,3,8.220614
124,4,5.365822
125,0,7.721663
125,1,3.504393
125,2,1.940981
125,3,6.252301
125,4,4.921154
126,0,5.585922
126,1,4.252532
126,2,2.866377
126,3,7.000226
126,4,1.465096
127,0,2.152407
127,1,3.598285
127,2,6.429120
127,3,7.783745
127,4,5.076673
128,0,1.544468
128,1,2.929488
128,2,5.795941
128,3,4.264265
128,4,7.097287
129,0,1.702782
129,1,4.549069
129,2,3.040817
129,3,7.263634
129,4,5.923068
130,0,1.509624
130,1,2.927946
130,2,7.239192
130,3,5.754572
130,4,4.435089
131,0,7.497936
131,1,1.693521
131,2,3.105585
131,3,5.954623
131,4,4.542485
132,0,2.809036
132,1,1.430001
132,2,7.055375
132,3,5.603621
132,4,4.212213
133,0,3.057148
133,1,7.198885
133,2,1.663252
133,3,5.839916
133,4,4.493917
134,0,1.852517
134,1,7.392366
134,2,5.957173
134,3,4.589285
134,4,3.281678
135,0,1.499708
135,1,5.703690
135,2,4.262349
135,3,2.844972
135,4,7.089222
136,0,5.598598
136,1,4.244013
136,2,2.903782
136,3,6.952610
136,4,1.560400
137,0,4.814569
137,1,7.606582
137,2,3.402482
137,3,6.199966
137,4,1.954336
138,0,4.885280
138,1,2.899404
138,2,1.431533
138,3,7.558696
138,4,6.214680
139,0,1.452164
139,1,7.087924
139,2,5.634363
139,3,4.296708
139,4,2.859708
140,0,7.115515
140,1,4.292205
140,2,5.765432
140,3,2.917014
140,4,1.580190
141,0,1.708345
141,1,3.034868
141,2,4.403344
141,3,5.766016
141,4,7.191649
142,0,3.380397
142,1,2.037373
142,2,4.833545
142,3,7.565769
142,4,6.151820
143,0,3.201329
143,1,1.872130
143,2,6.136799
143,3,7.430653
143,4,4.554241
144,0,1.738648
144,1,3.150834
144,2,7.420752
144,3,5.971277
144,4,4.547227
145,0,4.494830
145,1,3.062087
145,2,1.591957
145,3,5.981737
145,4,7.343114
146,0,1.411385
146,1,2.759826
146,2,6.977995
146,3,4.112643
146,4,5.503711
147,0,2.028750
147,1,7.621312
147,2,3.355899
147,3,4.758841
147,4,6.291618
148,0,1.644518
148,1,4.341652
148,2,2.964170
148,3,7.144873
148,4,5.770672
149,0,6.065819
149,1,1.853583
149,2,4.637956
149,3,3.270270
149,4,7.463713
150,0,7.060415
150,1,1.701937
150,2,5.727000
150,3,4.339700
150,4,3.018828
151,0,6.013255
151,1,1.677112
151,2,3.180175
151,3,4.579966
151,4,7.317197
152,0,5.790757
152,1,3.095195
152,2,7.175775
152,3,1.700040
152,4,4.443449
153,0,1.428371
153,1,5.737773
153,2,2.955183
153,3,7.108010
153,4,4.414955
154,0,4.447500
154,1,5.903424
154,2,1.615337
154,3,3.044700
154,4,7.294010
155,0,5.525220
155,1,1.378403
155,2,4.094417
155,3,2.704652
155,4,6.888577
156,0,3.057209
156,1,1.638578
156,2,4.402830
156,3,7.362013
156,4,5.878310
157,0,1.533834
157,1,6.848648
157,2,4.207762
157,3,2.871747
157,4,5.536145
158,0,1.813741
158,1,6.055596
158,2,4.545135
158,3,3.224958
158,4,7.402386
159,0,1.545732
159,1,5.842777
159,2,4.521695
159,3,7.199172
159,4,3.027657
160,0,4.150225
160,1,6.813315
160,2,5.478549
160,3,2.810296
160,4,1.450130
161,0,3.065441
161,1,5.748474
161,2,4.405550
161,3,7.090158
161,4,1.584722
162,0,6.408726
162,1,7.824028
162,2,3.596958
162,3,2.185508
162,4,4.915432
163,0,1.764040
163,1,4.603821
163,2,6.035581
163,3,7.416364
163,4,3.295915
164,0,4.643737
164,1,7.401379
164,2,3.287675
164,3,1.955570
164,4,6.072634
165,0,5.737376
165,1,1.660907
165,2,4.366280
165,3,7.180346
165,4,3.030129
166,0,3.074730
166,1,5.799630
166,2,7.117153
166,3,1.757232
166,4,4.394317
167,0,2.832534
167,1,6.879559
167,2,5.538386
167,3,1.488824
167,4,4.135199
168,0,7.084624
168,1,5.721183
168,2,4.342875
168,3,1.574775
168,4,2.938061
169,0,3.580823
169,1,4.937463
169,2,7.797672
169,3,2.143865
169,4,6.404011
170,0,5.973544
170,1,3.148584
170,2,1.623563
170,3,7.503832
170,4,4.634808
171,0,6.149426
171,1,1.857866
171,2,3.292532
171,3,4.623328
171,4,7.527816
172,0,4.183612
172,1,6.912781
172,2,2.870550
172,3,1.480687
172,4,5.541607
173,0,3.032763
173,1,4.391295
173,2,1.644991
173,3,7.088729
173,4,5.716608
174,0,7.344022
174,1,1.808264
174,2,4.557314
174,3,3.243140
174,4,5.978229
175,0,1.430760
175,1,3.485021
175,2,7.822498
175,3,6.466392
175,4,5.007770
176,0,1.559419
176,1,4.221478
176,2,5.603873
176,3,2.886137
176,4,7.181019
177,0,7.454863
177,1,1.627111
177,2,3.050938
177,3,4.551769
177,4,5.945512
178,0,7.139693
178,1,2.960030
178,2,5.706136
178,3,4.353343
178,4,1.567087
179,0,3.121102
179,1,7.487890
179,2,1.744679
179,3,4.650153
179,4,6.110945
180,0,1.500559
180,1,6.946178
180,2,5.566236
180,3,4.180516
180,4,2.840281
181,0,4.706874
181,1,6.080098
181,2,3.339041
181,3,1.928573
181,4,7.469136
182,0,1.522643
182,1,4.275797
182,2,5.611537
182,3,2.861334
182,4,7.142829
183,0,7.135342
183,1,5.694929
183,2,1.535860
183,3,4.267038
183,4,2.932048
184,0,3.248852
184,1,4.662552
184,2,6.021031
184,3,1.904720
184,4,7.354244
185,0,4.323884
185,1,7.158237
185,2,5.753747
185,3,2.863839
185,4,1.418187
186,0,4.271050
186,1,1.423756
186,2,2.748936
186,3,5.722131
186,4,7.168126
187,0,3.471547
187,1,8.025786
187,2,5.088246
187,3,6.498849
187,4,2.079984
188,0,1.962919
188,1,3.318843
188,2,4.813424
188,3,6.212814
188,4,7.658338
189,0,4.505465
189,1,7.423726
189,2,5.915110
189,3,2.959387
189,4,1.599666
190,0,1.422679
190,1,2.835191
190,2,4.225219
190,3,7.058434
190,4,5.554499
191,0,1.962507
191,1,3.283806
191,2,6.017009
191,3,7.406891
191,4,4.685339
192,0,1.967969
192,1,6.368786
192,2,3.514136
192,3,4.980242
192,4,7.690471
193,0,3.405805
193,1,6.172886
193,2,7.772816
193,3,4.726002
193,4,1.969682
194,0,4.721760
194,1,6.263084
194,2,3.376322
194,3,7.805772
194,4,1.957002
195,0,3.039089
195,1,1.663066
195,2,5.687130
195,3,4.353938
195,4,7.041504
196,0,4.949909
196,1,7.784783
196,2,3.551222
196,3,2.098383
196,4,6.265771
197,0,3.204917
197,1,7.461637
197,2,4.579362
197,3,5.957676
197,4,1.825354
198,0,2.051464
198,1,6.283858
198,2,7.637555
198,3,4.851171
198,4,3.362544
199,0,7.553742
199,1,6.069861
199,2,3.096939
199,3,1.585622
199,4,4.614255
200,0,3.548613
200,1,1.998481
200,2,7.794049
200,3,4.962474
200,4,6.294618
201,0,2.984195
201,1,5.717554
201,2,4.331010
201,3,1.541014
201,4,7.141383
202,0,2.969623
202,1,4.285727
202,2,1.560290
202,3,5.735634
202,4,7.103544
203,0,5.890542
203,1,4.528291
203,2,3.182287
203,3,1.746740
203,4,7.237216
204,0,4.246679
204,1,2.800828
204,2,5.739833
204,3,7.063198
204,4,1.463952
205,0,6.513892
205,1,2.006955
205,2,5.181660
205,3,7.898016
205,4,3.731786
206,0,1.658117
206,1,5.703660
206,2,3.039150
206,3,7.466377
206,4,4.365801
207,0,7.478181
207,1,1.976767
207,2,6.140837
207,3,3.440009
207,4,4.786188
208,0,3.106103
208,1,1.697738
208,2,5.788366
208,3,7.200209
208,4,4.459965
209,0,2.822691
209,1,7.109915
209,2,4.206551
209,3,5.672717
209,4,1.444197
210,0,7.021055
210,1,2.818415
210,2,5.533842
210,3,1.366294
210,4,4.146380
211,0,1.687627
211,1,3.062941
211,2,7.203116
211,3,5.883532
211,4,4.521796
212,0,4.516079
212,1,1.596863
212,2,3.162071
212,3,7.385305
212,4,5.942526
213,0,6.975853
213,1,8.371103
213,2,5.439685
213,3,3.896149
213,4,2.575448
214,0,2.937616
214,1,7.137389
214,2,1.596814
214,3,4.243256
214,4,5.736715
215,0,7.673542
215,1,2.281735
215,2,4.984294
215,3,6.299520
215,4,3.623913
216,0,5.651611
216,1,2.825202
216,2,1.458023
216,3,4.211183
216,4,7.111153
217,0,7.107633
217,1,5.770849
217,2,1.499888
217,3,4.263504
217,4,2.923083
218,0,2.480135
218,1,6.705954
218,2,5.280401
218,3,8.213246
218,4,3.865994
219,0,2.064299
219,1,7.601824
219,2,6.194662
219,3,3.504324
219,4,4.824259
220,0,5.661071
220,1,6.994685
220,2,4.225901
220,3,1.372140
220,4,2.878091
221,0,6.263470
221,1,1.863787
221,2,4.802974
221,3,3.391168
221,4,7.602304
222,0,2.962498
222,1,1.471585
222,2,5.661316
222,3,4.311155
222,4,6.985846
223,0,4.494812
223,1,3.165973
223,2,7.257299
223,3,1.701235
223,4,5.910016
224,0,3.138557
224,1,4.475563
224,2,1.742547
224,3,5.826318
224,4,7.276680
225,0,1.580381
225,1,7.600928
225,2,4.842215
225,3,6.243629
225,4,3.397404
226,0,7.556335
226,1,4.755243
226,2,6.082915
226,3,2.062019
226,4,3.432172
227,0,3.490740
227,1,7.702775
227,2,2.133947
227,3,4.845035
227,4,6.284552
228,0,6.985350
228,1,5.662848
228,2,2.996063
228,3,4.323696
228,4,1.609566
229,0,6.979501
229,1,2.821691
229,2,4.154111
229,3,5.544945
229,4,1.422047
230,0,4.267205
230,1,2.807831
230,2,7.207338
230,3,1.427640
230,4,5.793145
231,0,7.342042
231,1,5.992954
231,2,1.791302
231,3,4.544845
231,4,3.114650
232,0,2.060164
232,1,7.618896
232,2,3.486453
232,3,6.244296
232,4,4.923551
233,0,2.848241
233,1,7.094703
233,2,5.598418
233,3,1.378772
233,4,4.199806
234,0,2.031433
234,1,3.479251
234,2,7.633061
234,3,4.815406
234,4,6.270528
235,0,7.321578
235,1,4.583061
235,2,5.970662
235,3,3.137662
235,4,1.663442
236,0,7.381094
236,1,3.231218
236,2,5.974816
236,3,1.709636
236,4,4.631174
237,0,2.901932
237,1,7.009180
237,2,1.414945
237,3,5.615484
237,4,4.224293
238,0,4.490622
238,1,2.979926
238,2,1.457702
238,3,7.169852
238,4,5.834578
239,0,2.924217
239,1,1.588562
239,2,4.383264
239,3,5.828873
239,4,7.144777
240,0,7.819128
240,1,4.580786
240,2,1.827462
240,3,6.320965
240,4,3.177121
241,0,2.960502
241,1,4.298381
241,2,5.816593
241,3,7.116898
241,4,1.576285
242,0,1.911474
242,1,7.505008
242,2,6.164692
242,3,4.724816
242,4,3.303361
243,0,1.334062
243,1,4.120790
243,2,2.748071
243,3,5.475115
243,4,6.855142
244,0,4.907898
244,1,7.695931
244,2,6.224259
244,3,3.472037
244,4,2.133092
245,0,3.442013
245,1,6.262601
245,2,1.982919
245,3,4.795377
245,4,7.694463
246,0,7.473652
246,1,4.816449
246,2,1.954464
246,3,6.156066
246,4,3.281889
247,0,5.687047
247,1,2.776961
247,2,1.467412
247,3,4.224572
247,4,7.166592
248,0,1.823086
248,1,7.344963
248,2,4.621440
248,3,5.996304
248,4,3.162071
249,0,7.316481
249,1,5.992750
249,2,1.650957
249,3,4.499684
249,4,3.085092
250,0,2.312031
250,1,6.616046
250,2,5.154888
250,3,3.774054
250,4,8.010913
251,0,4.457321
251,1,7.189168
251,2,5.815602
251,3,1.728765
251,4,3.132787
252,0,2.114235
252,1,7.802618
252,2,6.368860
252,3,3.464477
252,4,4.845870
253,0,8.040314
253,1,3.527850
253,2,5.042758
253,3,6.353093
253,4,2.040692
254,0,5.822160
254,1,7.241382
254,2,4.476624
254,3,1.712359
254,4,3.060254
255,0,3.397275
255,1,1.987690
255,2,6.280926
255,3,4.877968
255,4,7.613959
256,0,1.507040
256,1,4.316807
256,2,7.057908
256,3,2.895645
256,4,5.745334
257,0,4.417040
257,1,3.012214
257,2,1.618809
257,3,7.211213
257,4,5.844643
258,0,5.569820
258,1,4.223294
258,2,2.857024
258,3,1.371738
258,4,7.053157
259,0,5.831476
259,1,2.988147
259,2,4.422810
259,3,1.471461
259,4,7.377637
260,0,1.542357
260,1,2.945787
260,2,7.169630
260,3,4.396088
260,4,5.736411
261,0,7.169760
261,1,5.759224
261,2,4.294483
261,3,2.857347
261,4,1.497881
262,0,7.463259
262,1,4.799217
262,2,3.365437
262,3,2.034681
262,4,6.121446
263,0,4.718821
263,1,6.169206
263,2,3.274391
263,3,1.904449
263,4,7.525598
264,0,5.957862
264,1,1.697300
264,2,7.362038
264,3,4.403630
264,4,3.045135
265,0,7.246453
265,1,4.555964
265,2,1.683922
265,3,5.891515
265,4,3.123953
266,0,3.143910
266,1,4.481265
266,2,1.815133
266,3,5.851406
266,4,7.197156
267,0,3.053391
267,1,1.669903
267,2,5.785455
267,3,4.391942
267,4,7.256842
268,0,2.014041
268,1,7.566201
268,2,3.386430
268,3,6.111964
268,4,4.722312
269,0,4.801930
269,1,1.603503
269,2,6.218136
269,3,3.417155
269,4,7.653322
270,0,3.085623
270,1,4.498698
270,2,5.901984
270,3,7.250581
270,4,1.738334
271,0,4.074962
271,1,6.959192
271,2,2.714743
271,3,5.427992
271,4,1.346095
272,0,6.307231
272,1,2.112100
272,2,4.870989
272,3,7.642940
272,4,3.521047
273,0,4.546574
273,1,3.122547
273,2,7.388045
273,3,1.778716
273,4,5.919043
274,0,2.176335
274,1,5.004667
274,2,7.735257
274,3,3.626045
274,4,6.325637
275,0,5.542981
275,1,4.130891
275,2,2.798243
275,3,6.884994
275,4,1.401091
276,0,5.983169
276,1,1.892144
276,2,7.323333
276,3,4.642448
276,4,3.322276
277,0,5.172578
277,1,7.882446
277,2,6.514823
277,3,3.812526
277,4,2.423641
278,0,1.993762
278,1,4.810571
278,2,7.478053
278,3,3.354753
278,4,6.156388
279,0,7.378272
279,1,1.614714
279,2,5.857976
279,3,3.022717
279,4,4.412447
280,0,5.916795
280,1,4.458789
280,2,2.981845
280,3,1.599142
280,4,7.328505
281,0,2.234167
281,1,3.600422
281,2,4.943140
281,3,7.667391
281,4,6.297117
282,0,4.905481
282,1,2.112046
282,2,8.533266
282,3,6.850539
282,4,3.418662
283,0,2.023746
283,1,6.419165
283,2,5.077920
283,3,7.862090
283,4,3.596404
284,0,6.502851
284,1,1.934482
284,2,5.203079
284,3,7.917230
284,4,3.809220
285,0,2.849148
285,1,4.269005
285,2,1.517830
285,3,7.065815
285,4,5.637949
286,0,7.099021
286,1,5.711747
286,2,1.553166
286,3,2.883548
286,4,4.272941
287,0,5.527397
287,1,1.351458
287,2,4.134777
287,3,2.713178
287,4,6.955777
288,0,1.591822
288,1,7.038032
288,2,2.939711
288,3,5.702874
288,4,4.253570
289,0,5.836972
289,1,7.235211
289,2,1.675138
289,3,4.478305
289,4,3.131994
290,0,1.568349
290,1,3.140173
290,2,7.072938
290,3,5.768692
290,4,4.459712
291,0,6.213175
291,1,1.945808
291,2,4.764365
291,3,7.641946
291,4,3.284747
292,0,4.223170
292,1,5.611704
292,2,2.876887
292,3,1.535281
292,4,6.933770
293,0,2.335687
293,1,5.120038
293,2,3.808655
293,3,6.598569
293,4,8.124279
294,0,3.073084
294,1,5.870449
294,2,1.664744
294,3,4.526197
294,4,7.382139
295,0,1.768296
295,1,5.765446
295,2,7.187118
295,3,4.388370
295,4,3.091367
296,0,1.481574
296,1,5.742126
296,2,7.138540
296,3,2.935738
296,4,4.254100
297,0,2.934406
297,1,4.413226
297,2,7.374262
297,3,5.997334
297,4,1.514148
298,0,7.137657
298,1,2.854692
298,2,4.281719
298,3,1.501699
298,4,5.712439
299,0,4.425244
299,1,1.662867
299,2,7.413639
299,3,3.090639
299,4,5.865307
300,0,5.625830
300,1,2.922003
300,2,6.987103
300,3,4.286285
300,4,1.398816
301,0,7.031862
301,1,5.658670
301,2,2.897733
301,3,4.330400
301,4,1.484110
302,0,5.934074
302,1,7.449299
302,2,3.031881
302,3,1.607227
302,4,4.398085
303,0,4.645104
303,1,3.200212
303,2,1.728521
303,3,7.348149
303,4,5.979028
304,0,5.745639
304,1,7.095883
304,2,2.888005
304,3,1.510106
304,4,4.323127
305,0,7.509916
305,1,6.055554
305,2,2.024512
305,3,4.721662
305,4,3.364652
306,0,1.449910
306,1,2.806392
306,2,5.698594
306,3,4.249401
306,4,7.105745
307,0,4.631176
307,1,3.166866
307,2,6.091045
307,3,1.625302
307,4,7.445689
308,0,5.494932
308,1,6.904823
308,2,1.350899
308,3,2.747957
308,4,4.129194
309,0,4.391897
309,1,5.777361
309,2,7.124398
309,3,1.682061
309,4,3.000229
310,0,2.252990
